COMMODITY,COMMODITY_DESCRIPTION,EXTENDED_DESCRIPTION,QUANTITY,UNIT_OF_MEASURE,UNIT_OF_MEAS_DESC,UNIT_PRICE,ITM_TOT_AM,MASTER_AGREEMENT,CONTRACT_NAME,PURCHASE_ORDER,AWARD_DATE,VENDOR_CODE,LGL_NM,AD_LN_1,AD_LN_2,CITY,ST,ZIP,CTRY
20027110001,GLOVES COTTON W/KNIT WRIST FITS ALL,RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE____________,72.0,PR,Pair,0.39,28.08,MA7400GC090000005,material needed at wbsc,DO220009120305614,12/03/2009,WWG2097000,W W GRAINGER INC,7950 Research Blvd. Ste 101,,AUSTIN,TX,78758-8425,US
43042,"Laboratory Gases: Argon, Carbon Dioxide, Helium, H",lab gases for various locations/labs.  Qty: 1@$2.50 Large Helium,0.0,,,0.0,2.5,MA2200GA120000111,"Laboratory Gases: Argon, Helium, Oxygen and Acetylene",DO220013032611051,03/26/2013,V00000909396,AIRGAS INC,11111 N LAMAR BLVD,,AUSTIN,TX,78753,US
20142770031,Glove Utility Fast Fit Size Large,RC LN___ QTY DEL____ P/F____ B/O____ DEL DATE_______,20.0,PR,Pair,13.99,279.8,MA7400GC110000004,material needed at awgbsc,DO220012010405629,01/05/2012,MSC6003170,SID TOOL CO INC,1709 PARKSIDE CIR,,ROUND ROCK,TX,78664-6905,US
45095100002,SLING NYLON WEB 6 FT,RC LN_____ QTY DEL_____ P/F_____ B/O_____ DEL DATE__________,10.0,EA,Each,12.9,129.0,MA7400GA080000203,MATERIAL NEEDED AT GBSC,DO220010030813626,03/08/2010,DAW7009930,D & A WIRE ROPE INC,4909 E CESAR CHAVEZ ST STE A,,AUSTIN,TX,78702-5139,US
2857575,"SPLICING AND REPAIR KIT, CONTACTOR","SPLICE KIT, COLD SHRINK, FOR JACKEDTED CONCENTRIC NEUTRAL CABLE.  SPLICE SHALL MEET ANSI/IEEE 404 FOR A 15KV RATING CONTINUOUS OPERATION AT 105? C WITH OVERLOAD RATING OF 140? C.  CONNECTOR SHALL BE INCLUDED FOR 500 MCM AND 1000 MCM COMPACT COPPER CONDUCTOR.  CONNECTOR SHALL BE SHEAR BOLT DESIGN WITH OPERATING TEMPERATURE OF 105?C AND AN EMERGENCY OVERLOAD RATING OF 140? C.  CONNECTORS SHALL MEET REQUIREMENT OF ANSI C119.4  2004.  CONNECTOR SHALL BE 3M# QCI 500-1000.  SPLICE KIT SHALL ACCOMMODATE CABLE RANGE OF 1.08 TO1.70 INCHES IN DIAMETER.  22700 REPLACES 1719 AND 1717",12.0,EA,Each,476.8,5721.6,MA1100GA130000027,Generated by reorder 8/4/15 2:05 PM.,DOM1100MAX51072,08/04/2015,TEC4570250,TECHLINE INC,9609 BECK CIR,,AUSTIN,TX,78758,US
20837,"Database Software, Microcomputer",3D Viewer 8 Single User License,1.0,EA,Each,999.0,999.0,,15009-traffic sotware application for determing capacity,PO560012031903588,03/19/2012,VS0000018357,TRAFFICWARE LTD,PO BOX 499,,SUGAR LAND,TX,77487-0499,US
54523,"Impact Tools, Air Powered (Not Road Building)",LED Lights for Kramer C Location  Invoice #s: 9688950642,0.0,,,0.0,6321.3,MA7400GC150000004,LED Lights for Kramer C Location,DO110018022607245,02/26/2018,WWG2097000,W W GRAINGER INC,7950 Research Blvd. Ste 101,,AUSTIN,TX,78758-8425,US
72574,"Two-Way Radio, Portable, Including Vehicle Radio R",H51UCH9PW7 N  APX 4000 7/800 MHZ MODEL 3 PORTABLE,12.0,EA,Each,3196.32,38355.84,MA6400NS160000056,Motorola $38943.84  scc4218b,DO640018062812281,06/28/2018,MOT3322000,MOTOROLA SOLUTIONS INC,6500 RIVER PLACE BLVD BLDG #7,MD-RP-1A,AUSTIN,TX,78730,US
2852610,"CONDUIT, STEEL, FLEXIBLE, U.L. APPROVED, STANDARD","TIES, PREFORMED FOR SINGLE PIN CONSTUCTION, FOR USE ON 55-4  CLASS INSULATOR.  On Qualified Products List EL210",50.0,EA,Each,5.75,287.5,MA1100GA080000080,Critical materials Supply Arrangement,DOM1100MAX37256,02/12/2014,TEC4570250,TECHLINE INC,9609 BECK CIR,,AUSTIN,TX,78758,US
20464,"Network Components: Adapter Cards, Bridges, Connec","VoIP Phase 2A Layer 3 switches - APD N, S, E & Technicenter",16.0,EA,Each,275.0,4400.0,MA5600GC110000001,"1120637  VoIP Phase 2A Layer 3 switches - APD N, S, E & Tech",DO560011082523776,08/25/2011,CAL8321346,CALENCE L L C,1130 RUTHERFORD LN STE 208,,AUSTIN,TX,78753-6705,US
20453,"Microcomputers, Desktop or Towerbased",Public Works  985223  Precision T5500 Workstation - S Campos,2.0,EA,Each,2675.2,5350.4,MA5600GC100000001,Public Works  985223  Precision T5500 Workstation - S Campos,DO560010020811098,02/08/2010,CHE8303640,CHECKPOINT SERVICES INC,1790 COMMERCE PARK - STE. A1,,EL PASO,TX,79912-,US
0456600,Refrigerators and Freezers,,0.0,,,0.0,653.36,,frig repair for ACB,PO850015031702340,03/17/2015,VC0000101569,DEPEW APPLIANCE & SERVICE INC,5933 BURNET RD,,AUSTIN,TX,78757,US
65947570004,INSERTS PIPE STIFFNERS FOR PLASTIC POLYETHYLENE 2IN,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____,50.0,EA,Each,1.7,85.0,MA2200GA170000059,Fortiline material for AWWBSC,DO220018070512595,07/05/2018,V00000923020,"Fortiline, Inc.","Fortiline, Inc. aka Fortiline Waterworks",7025 Northwinds Drive NW,Concord,NC,28027,US
5605400,"Pallets and Skids, All Types",,0.0,,,0.0,400.0,,palletts for delivery services,PO850011042604711,06/22/2011,DUR7119085,DURANS PALLET CO,16007 PEARCE LN,,DEL VALLE,TX,78617-5711,US
34016,"Fire Alarm Systems, Power Sirens, and Controls","Install WRI at Access Gate, Fleet Services",0.0,,,0.0,5887.0,MA7400NC110000019,"February 2012 - WRI at Access Gate, Fleet Services",DO740012022408968,02/24/2012,SIM8304509,SIMPLEX GRINNELL L P,1608 ROYSTON LN BLDG 1,,ROUND ROCK,TX,78664-9508,US
20458,"Modems, External, Data Communications",,0.0,,,0.0,7032.0,MA6300NC100000019,modems,DO630010110103097,01/06/2011,BAR0580250,AMERICAS COMPUTER CO,3800 NW LOOP 410,,SAN ANTONIO,TX,78229-3624,US
39330570010,BEVERAGE ELECTROLYTE GATORADE POWDER STICK FRUIT,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,96.0,PK,Pack,3.97,381.12,MA7400GC150000004,Grainger Keep Stock for Webberville warehouse,DO220017042510230,04/25/2017,WWG2097000,W W GRAINGER INC,7950 Research Blvd. Ste 101,,AUSTIN,TX,78758-8425,US
34564450027,EYEWEAR SAFETY PLATINUM X GUNMETAL SMOKE,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____    DELIVERY DATE SHALL BE NO LATER THAN 3/9/2018,12.0,PR,Pair,8.43,101.16,MA7400GC150000004,Grainger material for Glen Bell warehouse,DO220018022707374,02/27/2018,WWG2097000,W W GRAINGER INC,7950 Research Blvd. Ste 101,,AUSTIN,TX,78758-8425,US
20092930034,TROUSERS WORK NAVY SZ 32x32,,3.0,PR,Pair,15.95,47.85,,firm order coa dept,PO740011072206576,07/22/2011,UNI8309305,UNIFORMS INC,1489 PRUDENTIAL DR,,DALLAS,TX,75235-4109,US
2857413,"BRACES, CROSS ARM","ARM DEADEND, FIBERGLASS, 6 INCH WIDE X 4 INCH DEEP X APPX 5 FOOT LONG,GRAY,  9,500 LBS MINIMUM PER PHASE.  UV INHIBITORS ADDED THROUGHOUT W/ADDITIONAL  UV COATING ON OUTSIDE OF ARM TO PREVENT BLOOMING & BREAKDOWN OF FIBERGLASS  INTEGRITY.  ARMS FILLED W/A HIGH DENSITY CLOSED CELL EXPANDABLE FOAM.  CROSSARM TESTED PER ASTM154-00AE1 ARMS W/MIN 60"" DISTANCE BETWEEN OUTSIDE  PHASES.  DEADEND ATTACHMENTS TO BE 5/8"" EYEBOLTS.  PIN HOLES 11/16"".  MOUNTING BRACKETS HAVE 13/16"" KEYHOLE ON TOP & 13/16"" SLOT ON BOTTOM.  MOUNTING HOLES ON 12"" CENTERS W/TOP AT 3/8"" FROM TOP OF SLOT.  CENTER MOUNT  W/A DUAL GUY ATTACHMENT WITH 13/16"" HOLES RATED AT 10,000 LB MIN PER HOLE.  THE CROSSARM SHALL HAVE A MAXIMUM ALLOWABLE DEFLECTION OF 0.17 INCHES PER  1000 POUNDS. MANUFACTURING PER QPL EL-14240.  REPLACES WOOD DEADEND ARM CSN 0000001085  PER DISTRIBUTION CONSTRUCTION STANDARDS COMMITTEE 8/6/2003.",7.0,EA,Each,175.0,1225.0,MA1100GA080000084,Critical materials Supply Arrangement,DOM1100MAX60595,08/25/2016,PRI3766500,PRIESTER-MELL & NICHOLSON INC,601 E 56TH ST,,AUSTIN,TX,78751-1404,US
58010,Band Instruments and Accessories,AQUARIAN SUPERKICK TENOR DRUM HEADS,1.0,EA,Each,23.0,23.0,,REEDS AND DRUMS,PO870010021603819,02/16/2010,HEN8308016,HENDERSON IMPORTS LTD,2584 GARFIELD RD N STE 43,,TRAVERSE CITY,MI,49686-5145,US
49090,Testing Instruments (Not Otherwise Classified),Mfr. Part #: LRAT-1000-3YS,4.0,EA,Each,417.27,1669.08,,Handheld Wireless & Networking Scanners -event service,CT820017030100317,03/01/2017,ANI0261000,ANIXTER INC,600 CENTER RIDGE DR STE 400,,AUSTIN,TX,78753-1033,US
72582,"Two-Way Radio Supplies, Parts, and Accessories","Motorola quote scc52113v2, PMMN4045A",14.0,EA,Each,66.5,931.0,MA7400S011253,Motorola quote scc52113v2,DO640013101401354,10/14/2013,MOT3322000,MOTOROLA SOLUTIONS INC,6500 RIVER PLACE BLVD BLDG #7,MD-RP-1A,AUSTIN,TX,78730,US
2857364,"PARTS AND ACCESSORIES, RELAY","421 Line Relay Panel in accordance with AE specification E-1620.  Contract # GA130000005  with COST REDUCERS:  QTY (3) - Fuse Block with Fuse, 2 Pole, 30 amp, 250 volt   QTY (2) - Dymec Serial Copper to Fiber Media Converter RS-485  QTY (1) - Dymec Serial Copper to Fiber Media Converter RS-232",1.0,EA,Each,34493.14,34493.14,MA1100GA130000005,RELAY PANELS FOR AMD,DOM1100MAX53442,10/29/2015,CON8306390,CONTROL PANELS USA INC,"16310 Bratton Lane, Building 1, Suite 100",,Austin,TX,78728,US
27001,"DRUGS, PHARMACEUTICALS & BIOLOGICALS",TB Invoices  Invoice #s 9284185,0.0,,,0.0,20.7,MA9100GA070000163,Payments,DO910010070825100,07/08/2010,VC0000102790,CARDINAL HEALTH 411 INC,851 HENRIETTA CREEK RD,,ROANOKE,TX,76262,US
65933142005,COUPLING BRASS 1 1/4 FEMALE C.T.X COMPRESSION G.J.,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,5.0,EA,Each,30.83,154.15,MA2200GA130000073,Material needed at awwbsc,DO220016041411421,04/14/2016,FER1841250,FERGUSON ENTERPRISES INC,FERGUSON PLUMBING & INDUSTRIAL PIPING,504 INDUSTRIAL BLVD.,AUSTIN,TX,78745,US
0555444,"LIGHTS, EMERGENCY","TOMAR 49"" SCORPION LED LIGHTBAR W/     4 TAKEDOWNS, FULL FRONT DUAL COLOR     TD W/SEPARATE WIRE OPTION & ALLEYS",1.0,EA,Each,1476.35,1476.35,MA6400GC110000008,"ALL AMEERICA SALES $2,086.63 SEE ATTACHED",DO640013070216753,07/02/2013,ALL8300287,ALL AMERICAN SALES CORP,1410 COLLEGE AVE,,SOUTH HOUSTON,TX,77587-5406,US
48500,"JANITORIAL SUPPLIES, GENERAL LINE","144 cs Toilet Paper #GP19378 @31.29 = $4505.76  70 cs Enmotion Towels #GP89460 @ 49.12 = $3438.40  20 cs Toilet Seat Covers #HG2500 @25.26 = $505.20  64 cs Trash Bag Liners 36"" X 46"" #LRP3646X3C @29.48 = $1886.72  15 cs Toilet Tissue Dispenser #GP56784 @5.00 = $75.00  1 cs Paper Coffee Cups #376HS $77.75",0.0,,,0.0,10488.83,MA7400GA120000103,Janitorial Supplies for ABIA  MAX PO# 4449 PR# 2522,DO810014051913593,05/19/2014,GUL2165000,GULF COAST PAPER CO INC,519 Tradesmen Park,,Hutto,TX,78634,US
2852614,"CONDUIT, STEEL, GALVANIZED, RIGID, ZINC COATED, HO","CONNECTOR, COMPRESSION SELF-INSULATED, SERVICE, #4-6/1 ACSR TO #4  STRANDED COPPER.  METALLIC LINKIT SHALL BE OF HIGH CONDUCTIVITY  ALUMINUM AND BE A MINIMUM OF (2) TWO INCHES IN LENGTH, O.D. 5/8""  AND BE PRE-FILLED WITH INHIBITOR.  ENDS SHALL BE COVERED WITH COLOR  CODED CAPS ORANGE/ORANGE.  ON QUALIFIED PRODUCTS LIST EL-1353",400.0,EA,Each,0.39,156.0,MA1100GA080000082,Critical materials Supply Arrangement,DOM1100MAX49568,06/03/2015,STU8321064,STUART C IRBY COMPANY,6517 Burleson Road,5221 Industrial Way Dr,Austin,TX,78744,US
20811,"Application Software, Microcomputer","E0HIALL Tivoli access Manager for websphere datapower integration appliance XI52 application instance annual sw subscription and support renewal.  10/01/16-10/31/16  TASK0079432/REQ0025880/RITM0044260    All terms and conditions governed by DIR-SDD-2111  Gabriela Harthcock, Buyer I",0.0,,,0.0,547.5,MA1100NC160000004,Tivoli Access Manager and IBM Websphere Datapower,DO110016081318049,08/15/2016,SIR7150895,SIRIUS COMPUTER SOLUTIONS INC,10100 Reunion Place,Suite 500,SAN ANTONIO,TX,78216-5593,US
04022,"Chicks, Meat Type, Baby","5000 Chicks to be delivered ot site, inside cardboard crates.  (Cardboard to be disposed on site)  Food for Carnivores.",0.0,,,0.0,1250.0,,Chicks for food for Carnivores,PO860012120301253,12/03/2012,HYL8311760,HY-LINE NORTH AMERICA L L C,1614 FINFEATHER RD,,BRYAN,TX,77801-1011,US
0228051,"PARTS, FARM TRACTOR, MISC. (BRAND LISTED OR EQUAL)",A/C Switch for Tractor # 416,0.0,,,0.0,114.05,MA8100NA090000235,A/C Switch for Tractor # 416,DO810014081518832,08/15/2014,EQU8314375,EQUIPMENT DEPOT,15727 N IH-35,,PFLUGERVILLE,TX,78660-3219,US
7452114,"ASPHALTIC CONCRETE, HOT MIX, IN ACCORDANCE WITH IT",,42.13,TON,Ton,66.0,2780.58,MA6200GA120000082,APAC/varioius sections/hot mix all types,DO620012092222356,09/22/2012,VC0000102792,APAC-TEXAS INC,1 Chisholm Trail Ste 450,,Round Rock,TX,78681,US
2856158,"METERS, WATT-HOUR","(M660) Meter, kwh connect/disconnect 120/240 v. 3 wire form 2 socket class 200: Additional features: Meter cover equipped with manual disconnect switch and optical port.     Approved Brands: E-1598      Landis & Gyr DEB10002-0G63  SUPLIERS: Power Supply, Techline, Irby, KBS,TEC, PM&N",21156.0,EA,Each,160.0,3384960.0,MA1100GA080000078,Remaining Balance of 1Way Meters,DOM1100MAX54526,12/14/2015,TEX4799500,TEXAS ELECTRIC COOPERATIVES,1122 Colorado ST 24th Floor,,Austin,TX,78701,US
7452114,"ASPHALTIC CONCRETE, HOT MIX, IN ACCORDANCE WITH IT",,155.63,TON,Ton,56.0,8715.28,MA6200GA120000082,APAC Texas/ Hot Mix/ various sections,DO620013082119777,08/21/2013,VC0000102792,APAC-TEXAS INC,1 Chisholm Trail Ste 450,,Round Rock,TX,78681,US
2808057,"CABLE, POWER, COPPER","CABLE POWER 35KV THREE CONDUCTOR #1/0 PARALLEL COMPACT COPPER JACKETED  CONCENTRIC NEUTRAL EPR. CABLE SHALL BE FURNISHED ON RETURNABLE STEEL REELS.  MAX FLANGE MEASUREMENT 90"" AND MAX OUTSIDE TO OUTSIDE WIDTH MEASUREMENT  50 1/4"".ON QUALIFIED PRODCUTS LIST EL1550 AND SPECFIICATION E-992.  PURCHASING FOOTAGE SHALL BE 3600 FT +/- 10%  AND CIRCUIT FT SHALL BE 1200 FT.  REPLACES CSN 0000004661.",3762.0,FT,Foot,7.0,26334.0,MA1100GA080000079,Critical materials Supply Arrangement,DOM1100MAX24875,08/15/2012,VC0000100372,POWER SUPPLY INC,2003 RUTLAND DR,,AUSTIN,TX,78758-5412,US
6584638,"PIPE, DUCTILE IRON, CLASS 53",,2.0,EA,Each,731.54,1463.08,,Misc. Parts for By-Pass at Walnut Creek,CT220011042200905,04/22/2011,FER1841250,FERGUSON ENTERPRISES INC,200 PARK CENTRAL BLVD,,GEORGETOWN,TX,78626-9999,US
4759903,LABORATORY SUPPLIES PER PRICE AGREEMENT,"Methanol, (CAS Number: 67-56-1) ACS, 500ml bottle, 6/case    Part No.: JT Baker - 3016-02, EMD Chemicals, Fisher - MX0485-6, or Buyer approved equal",2.0,CASE,Case,51.96,103.92,MA8700GA100000008,Forensics Division Supplies,DO870011021110339,02/11/2011,CAP0980000,CAPITOL SCIENTIFIC INC,2500 RUTLAND DR,,AUSTIN,TX,78758-5243,US
20084113131,SHIRT GOLF COA LOGO GREEN XLARGE,,2.0,EA,Each,8.1,16.2,MA7400GA070000074,GOLF SHIRTS B/O,DO740011011308404,01/13/2011,AZP8321654,HN&P CORPORATION,EMBROIDERY & SCREEN PRINTING,307 N EAST ST,ARLINGTON,TX,76011-7502,US
54523,"Impact Tools, Air Powered (Not Road Building)",Cabinets for Kramer  Account #: 9800 531850 0  Invoice No.: 988380  Requisition No.: D004151  Requester: Keith Stagman,0.0,,,0.0,75.0,MA7400GC140000005,Cabinets for Kramer,DO110018032008364,03/20/2018,LOW7101640,LOWE'S HOME CENTERS INC,PO BOX 1111,GENERAL ACCOUNTING,NORTH WILKSBORO,NC,28656,US
72582,"Two-Way Radio Supplies, Parts, and Accessories",Cover Front Assy (model 2) [1585746d02],12.0,EA,Each,70.63,847.56,MA6400GA120000043,"RZ COMMUNCATIONS $ 11,421.45 SEE ATTACHED",DO640016110102228,11/01/2016,VC0000102824,RZ COMMUNICATIONS INC,1400 SMITH RD STE 101B,,AUSTIN,TX,78721-3563,US
20003,CLOTHING: ATHLETIC / CASUAL / DRESS / UNIFORM / WTHR / WORK,Austin Screen Printing / ZARAGOZA/ APRIL 2011,0.0,,,0.0,199.07,MA8600GA090000156,Austin Screen Printing / shirts / ZARAGOZA,DO860011041814845,04/18/2011,AUS0485500,AUSTIN SCREEN PRINTING L P,4204 MEDICAL PARKWAY,,AUSTIN,TX,78756-3310,US
80072,"Shoes, Safety Toe",Safety Shoes: Liz Johnston.,0.0,,,0.0,161.99,MA7400GC100000003,Safety Shoes: Liz Johnston.,DO630015031910407,03/19/2015,RED8315105,RED WING BRANDS OF AMERICA INC,3005 S. Lamar #115,,AUSTIN,TX,78704-4786,US
89008,Chlorination Equipment and Parts,,0.0,,,0.0,2400.0,MA2200GS170000006,Ladders not processed in PO  2200AW170524064,DO220018040909078,04/09/2018,ENV1755500,ENVIRONMENTAL IMPROVEMENTS INC,PO BOX 70,,BUDA,TX,78610-0070,US
83240130001,TAPE ELECTREIC 3/4 IN X 66 FT ALL WEATHER,RC LN____ QTY DEL____ P/F____ B/O____ DEL DATE_______,30.0,EA,Each,2.25,67.5,,material needed at awgbsc,PO220011121201556,12/14/2011,ACE7163805,HAVERDA ENTERPRISES INC,5005 E BEN WHITE BLVD,,AUSTIN,TX,78741-7301,US
45044121003,WATER COOLER PLASTIC W/PRESSURE FIT LID 5 GALLONS,RC LN_______QTY DEL_____P/F_____B/O_____DEL DATE__________,8.0,EA,Each,32.8192,262.55,,material needed at wbsc,PO220014060903975,06/13/2014,ACE7163805,HAVERDA ENTERPRISES INC,5005 E BEN WHITE BLVD,,AUSTIN,TX,78741-7301,US
2076785,"UNINTERRUPTIBLE POWER SUPPLY, COMPUTER","Requester Deon Buckley      Belden CA21104015  Patchcord B10GX CMR YEL15FT  AS PER QUOTE #00667 ALL TERMS AND CONDITIONS GOVERNED BY DIR SDD-2210  Debora Anderson, Buyer I",30.0,EA,Each,17.58,527.4,MA1100NC150000006,Hardware,DO110015031310138,03/13/2015,ANI0261000,ANIXTER INC,2301 PATRIOT BLVD,,GLENVIEW,IL,60025-8020,US
08585,Soil Erosion Sheeting Material (To Include Silt Fe,,1.0,EA,Each,3548.0,3548.0,MA6300GA080000047,"erosion control materials, Izaguirre",DO630011030911953,03/15/2011,GEO7150020,SOUTHWEST GEO-SOLUTIONS INC,7011 W BEE CAVES RD STE B,,AUSTIN,TX,78746-5011,US
80072,"Shoes, Safety Toe",Steel Toed Safety Shoes,0.0,,,0.0,121.0,MA6000NA090000145,Steel Toed Safety SHoes/Russell Kyle,DO650011100400231,10/04/2011,RED8315105,RED WING BRANDS OF AMERICA INC,#61,3005 S LAMAR BLVD STE 115,AUSTIN,TX,78704-4786,US
47534605180,"DISPOSAL CONTAINER FOR NEEDLES, PLASTIC","N026    Sharps Shuttle Transportable Disposal Container, Locking Mechanism, 1 1/2"" diameter x 6 1/2"" Inside Length   KENDALL TYCO HEALTHCARE   Item Number 8301",150.0,EA,Each,1.57,235.5,MA9300GA120000098,medical supplies,DO930014081818961,08/18/2014,SOU7052910,SOUTHEASTERN EMERGENCY EQUIPMENT,PO BOX 1196,,WAKE FOREST,NC,27588-1196,US
20791,"Tools, Computer",1010112  HDM-105  BASE PLATE    SQ-108100,2.0,EA,Each,70.07,140.14,MA5600GC100000001,1010112-Larry Brewer-Spare Parts,DO560010050619327,05/06/2010,AUS0481500,AUSTIN RIBBON & COMPUTER,9211 Waterford Centre Blvd,Suite 202,Austin,TX,78758,US
34054,Gas Detection/Monitoring Equipment (Firemen),,0.0,,,0.0,680.0,,quad gas for gaas detector,PO220011021803123,02/18/2011,UNI8313048,UNITED RENTALS (NORTH AMERICA) INC,2809 E 13TH ST,,DEER PARK,TX,77536,US
2857441,"DEAD END HARDWARE, ELECTRICAL","DEADEND, FORMED WIRE, 3/8 IN. GUY, GALVANIZED STEEL STRAND, COLOR CODE  ORANGE, EXTRA HIGH HOLDING STRENGTH 15,400 LBS.  ON QUALIFIED PRODUCTS LIST EL469",200.0,EA,Each,2.3,460.0,MA1100GA080000078,Critical materials Supply Arrangement,DOM1100MAX14979,06/23/2011,TEX4799500,TEXAS ELECTRIC COOPERATIVES,Utility Supply & Service,100 COOPERATIVE WAY,GEORGETOWN,TX,78626-8200,US
54523,"Impact Tools, Air Powered (Not Road Building)",,0.0,,,0.0,101.33,MA7400GC120000003,"Home Depot/Overlay/dust pan, broom, paint, microwave",DO620012081619988,09/27/2012,VC0000101405,HOME DEPOT USA INC,STORE SUPPORT CENTER,"2455 PACES FERRY RD, NW",ATLANTA,GA,30339,US
47541481002,22LD89 GLOVES DISPOSABLE NONSTERILE NITRILE MED,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,50.0,EA,Each,10.6,530.0,MA7400GC130000008,MSC QIA order of Nitrile Gloves for Glen Bell warehouse,DO220017052411497,05/24/2017,MSC6003170,SID TOOL CO INC,121 Interpark Blvd Ste 1203,,SAN ANTONIO,TX,78216,US
48574,"Oil, Chemical, and Hazardous Material Spill Absorb","Darralyn 512.505.7293 Buyer  Barrier Boom 15"" tall, Austin Dam Substation SST-1 per bidded specs RFQDNJ0290",8.0,FT,Foot,58.3,466.4,,Barrier Boom,CT110010111500169,11/15/2010,VS0000021247,"Lysander Supply Solutions, Inc.",2930 Old Houston Rd #11,,Huntsville,TX,77340,US
89049230012,BEND CI MECH JT 45 DEG 8 IN,RC LN_____ QTY DEL_____ P/F_____ B/O______ DEL DATE_________,15.0,EA,Each,77.82,1167.3,MA2200GA140000108,material needed at awwbsc,DO220015081318788,08/13/2015,HUG8319237,HD SUPPLY WATERWORKS LTD,1301 WELLS BRANCH PKWY,,PFLUGERVILLE,TX,78660,US
08055,"Nameplates, Plastic",Name Plate  Wood Grain with all white letters capitalized  JACQUELINE CULLOM,0.0,,,0.0,3.0,MA7400GA080000204,Namplates,DO860014060914727,06/09/2014,ROD8318471,RODZINA INDUSTRIES INC,3518 FENTON RD,,FLINT,MI,48507-1567,US
75077,Sand and Gravel,"This is a 24-month contract for 1"" river rock to be delivered to locations within the Austin Water Utility and Picked Up at the Contractor's location.",0.0,,,0.0,222.66,MA2200GA080000037,"1"" rock",DO220009122907637,12/29/2009,VC0000101878,COMMUNITY TRUCKING LLC,PO BOX 737,,CEDAR CREEK,TX,78612,US
2859553,"LUGS, COMPRESSION TYPE AND SOLDERING TYPE","LUG COMPRESSSION, 1/0, TWO HOLE, RATED FOR ALUMINUM, COPPER & ACSR. TONGUE  WIDTH TO BE NO GREATER THAN 1-3/4 IN, WITH HOLES 9/16 IN TO ACCOMODATE  1/2 IN BOLTS. ON QUALIFIED PRODUCTS LIST EL-1545  ON QUALIFIED PRODUCTS LIST EL-1545.",150.0,EA,Each,3.85,577.5,MA1100GA080000080,Critical materials Supply Arrangement,DOM1100MAX59079,06/17/2016,TEC4570250,TECHLINE INC,9609 BECK CIR,,AUSTIN,TX,78758,US
72516,"Consoles, Communication",FVN5847  MCD 5000 DESKSET SYSTEM CONFIG TOOL - SYSTEM W/OUT OMC,2.0,EA,Each,200.0,400.0,MA6400NS160000056,Motorola $20123.02  scc6418b,DO640018070212424,07/02/2018,MOT3322000,MOTOROLA SOLUTIONS INC,6500 RIVER PLACE BLVD BLDG #7,MD-RP-1A,AUSTIN,TX,78730,US
44572,"HAND TOOLS (POWERED AND NON-POWERED), ACCESSORIES AND SUPPLI",,2.0,EA,Each,154.48,308.96,,GREENLEE TY GUNS - SOUTH 1ST SHOP-ELECTRIC MAINTENANCE,PO220010022204039,02/23/2010,MSC6003170,SID TOOL CO INC,2556 BOARDWALK ST,,SAN ANTONIO,TX,78217-4417,US
20811,"Application Software, Microcomputer",1111593  Maximo Mobile Inventory Manager SW Support Renewal,55.0,EA,Each,759.9,41794.5,MA5600NC110000003,1111593  Maximo Mobile Inventory Manager SW Support Renewal,DO560011062819781,06/28/2011,IBM2470000,INTERNATIONAL BUSINESS MACHINES CORPORATION,400 W 15TH ST STE 1200,,AUSTIN,TX,78701-1648,US
3403490,"TROUSERS, FIREWEAR, MEN & WOMEN","Item # BPR-3332 Pants, Bunker Gear Pant, Qty: 119 ea @ $785.90/ea",0.0,,,0.0,93522.1,MA8300GA100000001,Annual replacement of FF PPE to meet NFPA 1851. PR 715,DO830016012006539,01/20/2016,VC0000102008,MORNING PRIDE MANUFACTURING LLC,1 INNOVATION CT,,DAYTON,OH,45414,US
0709500,Wreckers,"Move vehicle dODGE wHITE-lIC#354-jph SR#461605,Townsbough Dr",1.0,EA,Each,72.5,72.5,,"Towing Vehicle,johnsonj",PO220012070605635,07/06/2012,DEN8308649,DENVER'S TOWING,2000 FERGUSON LN,,AUSTIN,TX,78754-4512,US
2857441,"DEAD END HARDWARE, ELECTRICAL","FITTING, GUY, SIDEWALK, CLAMP END FITTING, GALVANIZED MALLEABLE\  IRON, FOR 2 INCH PIPE, WITH SET SCREW FOR CLAMPING TO PIPE,  ARRANGED FOR CLAMPING 2 GUY WIRES.  ON QUALIFIED PRODUCTS LIST EL-285",30.0,EA,Each,21.0,630.0,MA1100GA080000080,Critical materials Supply Arrangement,DOM1100MAX17927,10/24/2011,TEC4570250,TECHLINE INC,9609 BECK CIR,,AUSTIN,TX,78758,US
44503101001,HATCHET W/HANDLE 2 LB,RC LN_____ QTY DEL_____ P/F_____ B/O___DEL DATE_____    DELIVERY DATE SHALL BE NO LATER THAN 6/1/2018,2.0,EA,Each,24.2,48.4,MA7400GC150000004,Grainger material for AWWBSC,DO220018051810697,05/18/2018,WWG2097000,W W GRAINGER INC,7950 Research Blvd. Ste 101,,AUSTIN,TX,78758-8425,US
